Lot Area,Lot Config,Home Type,Roof Style,Foundation Type,Basement Area,Heating Type,Central Air,Rooms,Fireplaces,Garage Type,Fence Type,Year,Price,Satisfaction
10084,Inside,Single Family,Gable,PConc,1686,GasA,Y,7,1,Attchd,NA,2007,307000,1
10652,Inside,Single Family,Gable,PConc,1494,GasA,Y,7,1,Attchd,NA,2007,279500,4
6120,Corner,Single Family,Gable,BrkTil,832,GasA,Y,5,0,Detchd,GdPrv,2007,132000,1
7449,Inside,Single Family,Gable,PConc,637,GasA,Y,6,1,Attchd,GdPrv,2007,139400,2
4224,Inside,Townhouse,Gable,PConc,1040,GasA,Y,6,1,Attchd,NA,2007,129900,3
7313,Inside,Townhouse,Hip,PConc,1561,GasA,Y,6,1,Attchd,NA,2007,277500,9
16905,Inside,Single Family,Gable,CBlock,1350,GasA,Y,5,2,Attchd,NA,2007,170000,8
9180,CulDSac,Single Family,Gable,CBlock,840,GasA,Y,5,0,Attchd,MnPrv,2007,144000,9
11096,Inside,Single Family,Gable,PConc,1656,GasA,Y,7,0,Attchd,NA,2007,249700,9
7742,Inside,Single Family,Gable,CBlock,955,GasA,Y,6,0,Attchd,MnPrv,2007,127000,8
13869,Corner,Single Family,Gable,PConc,794,GasA,Y,6,0,Attchd,NA,2007,177000,10
7134,Inside,Single Family,Gable,CBlock,384,GasA,Y,6,1,Detchd,MnPrv,2007,130000,6
7200,Inside,Single Family,Gable,BrkTil,530,GasA,N,6,0,Detchd,NA,2007,101000,10
6442,Inside,Townhouse,Gable,PConc,1370,GasA,Y,6,1,Attchd,NA,2007,202500,7
9591,Inside,Single Family,Gable,PConc,1143,GasA,Y,9,1,BuiltIn,NA,2007,317000,6
10665,Inside,Single Family,Gable,PConc,1453,GasA,Y,7,0,Attchd,NA,2007,226000,4
13651,Inside,Single Family,Gable,CBlock,2223,GasA,Y,8,2,Attchd,NA,2007,244000,1
7599,Corner,Single Family,Gable,CBlock,845,GasA,Y,4,0,Detchd,NA,2007,129500,3
8892,Inside,Single Family,Gable,CBlock,1065,GasA,Y,6,0,Detchd,NA,2007,126500,3
8070,Inside,Single Family,Gable,PConc,990,GasA,Y,5,0,NA,NA,2007,123600,3
7200,Corner,Condo,Hip,BrkTil,1214,GasW,N,9,1,Detchd,NA,2007,133900,8
9337,Inside,Single Family,Gable,PConc,824,GasA,Y,7,0,Attchd,NA,2007,204750,5
10921,Inside,Single Family,Hip,CBlock,960,GasA,Y,6,0,Attchd,NA,2007,94750,5
7758,Corner,Single Family,Gable,PConc,1040,GasA,Y,7,2,Detchd,NA,2007,169500,6
10800,Inside,Single Family,Mansard,BrkTil,641,GasA,Y,6,0,Detchd,NA,2007,100000,4
8500,Corner,Single Family,Gable,CBlock,793,GasW,N,7,0,NA,NA,2007,115000,1
9965,Inside,Single Family,Gable,PConc,1264,GasA,Y,10,1,BuiltIn,NA,2007,383970,1
21000,Corner,Single Family,Hip,CBlock,1809,GasA,Y,7,2,Basment,MnPrv,2007,217000,4
7259,Inside,Single Family,Gambrel,CBlock,1028,GasA,Y,9,1,Detchd,MnPrv,2007,259500,3
3230,Corner,Townhouse,Gable,PConc,729,GasA,Y,5,1,Detchd,NA,2007,176000,9
8536,Corner,Single Family,Gable,PConc,1125,GasA,Y,5,0,Attchd,NA,2007,155000,1
6060,Inside,Single Family,Gable,PConc,732,GasA,Y,4,0,Detchd,MnPrv,2007,100000,9
4928,Inside,Townhouse,Gable,CBlock,1078,GasA,Y,5,1,Attchd,NA,2007,128000,5
4388,Inside,Single Family,Gable,BrkTil,672,GasA,Y,5,1,NA,NA,2007,87000,9
7388,Corner,Single Family,Gable,CBlock,1063,GasA,Y,7,0,Detchd,NA,2007,150750,5
10355,Corner,Single Family,Gable,CBlock,1214,GasA,Y,5,1,Attchd,NA,2007,143000,6
10356,Corner,Single Family,Gable,CBlock,969,GasA,Y,5,0,Attchd,MnPrv,2007,122000,6
5500,Inside,Single Family,Gable,CBlock,882,GasA,Y,4,0,NA,MnPrv,2007,103200,3
5400,Corner,Single Family,Gable,BrkTil,1149,GasA,Y,5,0,Detchd,NA,2007,152000,6
10562,Inside,Single Family,Gable,PConc,1582,GasA,Y,8,1,Attchd,NA,2007,325624,1
8244,Inside,Single Family,Gable,PConc,840,GasA,Y,7,1,Attchd,NA,2007,183500,6
12358,Inside,Single Family,Gable,CBlock,720,GasA,Y,7,0,Detchd,NA,2007,128500,5
12615,Corner,Single Family,Gable,CBlock,1202,GasA,Y,7,1,Attchd,MnPrv,2007,243000,8
10029,Corner,Single Family,Gable,PConc,1151,GasA,Y,8,1,Attchd,NA,2007,211000,4
8520,Inside,Single Family,Gable,CBlock,968,GasA,Y,5,0,Detchd,NA,2007,100000,3
2117,Inside,Townhouse,Gable,PConc,756,GasA,Y,5,1,Detchd,NA,2007,177000,10
9060,Inside,Single Family,Hip,PConc,0,GasA,Y,7,1,Attchd,MnPrv,2007,120000,8
10570,Inside,Single Family,Hip,CBlock,853,GasA,Y,10,2,Detchd,NA,2007,315000,7
7472,CulDSac,Single Family,Gable,CBlock,725,GasA,Y,7,0,Attchd,NA,2007,184000,1
9416,Inside,Single Family,Hip,PConc,1726,GasA,Y,8,1,Attchd,NA,2007,311872,3
13673,CulDSac,Single Family,Gable,CBlock,1140,GasA,Y,8,1,Attchd,NA,2007,143900,10
14364,Inside,Single Family,Gable,CBlock,1157,GasA,Y,7,1,Attchd,NA,2007,277000,5
9950,Inside,Single Family,Gable,PConc,1203,GasA,Y,9,1,Attchd,NA,2007,290000,2
12030,Inside,Single Family,Hip,PConc,1694,GasA,Y,7,0,Attchd,NA,2007,318000,10
3880,Inside,Single Family,Gable,CBlock,686,GasA,Y,4,0,NA,NA,2007,110500,1
11317,Inside,Single Family,Gable,PConc,840,GasA,Y,8,0,Attchd,NA,2007,180000,6
159000,CulDSac,Single Family,Gable,CBlock,1444,GasA,Y,7,2,Attchd,NA,2007,277000,6
4750,Inside,Townhouse,Hip,PConc,1573,GasA,Y,5,1,Attchd,NA,2007,235000,7
9350,Inside,Single Family,Hip,CBlock,1302,GasA,Y,7,0,Attchd,MnPrv,2007,158000,3
9588,Inside,Single Family,Gable,PConc,1482,GasA,Y,10,1,BuiltIn,NA,2007,276000,1
7917,Corner,Single Family,Hip,CBlock,1143,GasA,Y,6,1,Attchd,GdPrv,2007,148000,2
8314,Corner,Single Family,Gable,CBlock,816,GasA,Y,5,0,Attchd,NA,2007,124500,3
14450,Inside,Single Family,Gable,PConc,2121,GasA,Y,8,1,Attchd,NA,2007,415298,7
11287,Inside,Single Family,Gable,CBlock,807,GasA,Y,7,1,Attchd,NA,2007,228500,8
8012,Inside,Townhouse,Gable,PConc,1575,GasA,Y,5,0,Attchd,NA,2007,179200,9
4251,Inside,Townhouse,Gable,PConc,625,GasA,Y,5,0,Detchd,NA,2007,164700,9
8730,Inside,Single Family,Gable,BrkTil,698,GasA,Y,7,0,Detchd,NA,2007,153575,3
13710,Inside,Single Family,Gable,CBlock,910,GasA,Y,6,0,Attchd,MnPrv,2007,152000,8
7399,Inside,Single Family,Hip,PConc,975,GasA,Y,7,1,Detchd,NA,2007,239000,2
11700,Inside,Single Family,Mansard,CBlock,702,GasA,Y,7,1,Attchd,NA,2007,175000,3
16226,Inside,Single Family,Gable,PConc,1028,GasA,Y,9,1,BuiltIn,NA,2007,267000,5
10386,Inside,Single Family,Gable,PConc,2000,GasA,Y,8,0,Attchd,NA,2007,305900,4
13474,Inside,Single Family,Gable,CBlock,700,GasA,Y,8,1,Attchd,NA,2007,225000,3
9000,Inside,Single Family,Gable,PConc,1088,GasA,Y,8,1,Attchd,NA,2007,270000,9
12099,Inside,Single Family,Gable,PConc,1136,GasA,Y,10,1,BuiltIn,NA,2007,354000,2
10380,Inside,Single Family,Gable,CBlock,1502,GasA,Y,8,1,Attchd,MnPrv,2007,301000,1
5000,Inside,Single Family,Gable,CBlock,720,GasA,N,5,0,Detchd,NA,2007,87000,1
10624,Inside,Duplex,Gable,CBlock,1728,GasA,Y,10,0,Detchd,NA,2007,119000,9
8176,Inside,Single Family,Gable,CBlock,1056,GasA,Y,6,0,Attchd,NA,2007,139000,6
14157,Corner,Single Family,Hip,PConc,1922,GasA,Y,8,1,Attchd,NA,2007,377426,5
12772,CulDSac,Single Family,Hip,CBlock,958,GasA,Y,5,0,Attchd,NA,2007,151500,1
7820,Inside,Townhouse,Hip,PConc,1869,GasA,Y,6,1,Attchd,NA,2007,318061,1
11249,Inside,Single Family,Gable,PConc,1200,GasA,Y,6,0,Attchd,NA,2007,177500,7
4224,Inside,Townhouse,Gable,PConc,1142,GasA,Y,6,1,Attchd,MnPrv,2007,134000,2
7540,CulDSac,Single Family,Gable,CBlock,888,GasA,Y,5,1,Attchd,MnPrv,2007,156000,1
8200,Inside,Single Family,Gable,PConc,847,GasA,Y,8,1,BuiltIn,NA,2007,219500,10
11143,Corner,Single Family,Gable,PConc,1580,GasA,Y,8,1,Attchd,NA,2007,340000,4
9245,Inside,Single Family,Gable,PConc,939,GasA,Y,8,0,Attchd,NA,2007,213500,9
53107,Corner,Single Family,Gable,PConc,1580,GasA,Y,9,2,Attchd,NA,2007,240000,2
8339,Inside,Single Family,Gable,Slab,0,GasA,Y,5,0,Attchd,MnPrv,2007,106500,9
10134,Inside,Single Family,Gable,CBlock,735,GasA,Y,5,0,Detchd,NA,2007,109000,4
7590,Inside,Single Family,Gable,CBlock,864,GasA,Y,8,1,Attchd,NA,2007,169500,1
8967,Corner,Single Family,Gable,BrkTil,961,GasA,Y,6,0,Detchd,NA,2007,67000,3
10364,Inside,Single Family,Gable,PConc,806,GasA,Y,7,1,BuiltIn,NA,2007,168000,6
14154,Corner,Single Family,Gable,PConc,1063,GasA,Y,9,1,Attchd,NA,2007,280000,5
8899,Inside,Single Family,Gable,PConc,1340,GasA,Y,6,0,Attchd,NA,2007,181134,10
22420,Inside,Single Family,Hip,BrkTil,1370,GasW,N,10,1,Detchd,NA,2007,239000,6
8160,Inside,Single Family,Gable,BrkTil,756,GasA,N,7,0,Detchd,NA,2007,126000,5
6762,Inside,Single Family,Gable,PConc,1208,GasA,Y,6,0,Attchd,NA,2007,195400,10
1920,Inside,Townhouse,Gable,CBlock,765,GasA,Y,6,0,Detchd,NA,2007,122500,6
4280,Inside,Single Family,Gable,PConc,440,GasA,N,4,1,Detchd,MnPrv,2007,90350,8
3922,Inside,Townhouse,Gable,PConc,1258,GasA,Y,6,1,Attchd,NA,2007,172500,7
6000,Inside,Single Family,Gable,CBlock,649,GasA,Y,6,0,Detchd,NA,2007,120000,2
9303,Corner,Single Family,Hip,PConc,872,GasA,Y,7,0,Attchd,NA,2007,204000,6
9600,Inside,Single Family,Hip,CBlock,1242,GasA,Y,6,1,Attchd,NA,2007,175500,1
10628,Inside,Single Family,Flat,CBlock,1277,GasA,Y,5,1,Attchd,GdWo,2007,167000,2
9480,Inside,Single Family,Gable,CBlock,728,GasA,Y,7,2,Attchd,NA,2007,146500,3
11428,Inside,Single Family,Gable,PConc,1626,GasA,Y,7,1,Attchd,NA,2007,250000,1
11952,Inside,Single Family,Mansard,CBlock,808,GasA,Y,8,1,Attchd,NA,2007,190000,7
14977,Inside,Single Family,Gable,PConc,1976,GasA,Y,7,1,Attchd,NA,2007,440000,10
5330,Inside,Townhouse,Gable,PConc,1494,GasA,Y,6,0,Attchd,NA,2007,251000,1
8480,Corner,Single Family,Hip,CBlock,970,GasA,Y,5,0,Detchd,NA,2007,132500,5
13693,Inside,Single Family,Hip,PConc,2153,GasA,Y,9,1,BuiltIn,NA,2007,380000,8
5925,Inside,Single Family,Hip,BrkTil,907,GasA,Y,7,0,Detchd,MnPrv,2007,89471,5
7758,Corner,Single Family,Gable,CBlock,999,GasA,Y,6,0,Detchd,NA,2007,132500,4
10289,Inside,Single Family,Hip,CBlock,1073,GasA,Y,6,0,Attchd,NA,2007,156000,9
12243,Inside,Single Family,Gable,CBlock,1484,GasA,Y,7,1,Attchd,NA,2007,175000,9
12692,Inside,Single Family,Hip,PConc,3200,GasA,Y,10,1,Attchd,NA,2007,430000,7
7535,Inside,Single Family,Gable,CBlock,912,GasA,Y,5,0,Attchd,MnWw,2007,120000,10
1890,Inside,Townhouse,Gable,CBlock,672,GasA,Y,7,0,Detchd,NA,2007,113000,4
9170,Corner,Single Family,Hip,CBlock,1214,GasA,Y,6,0,Detchd,GdPrv,2007,140000,5
9187,Corner,Single Family,Gable,PConc,1084,GasA,Y,5,0,Attchd,NA,2007,134000,2
10594,Inside,Single Family,Gable,BrkTil,768,Grav,N,5,0,Detchd,MnPrv,2007,96500,7
9531,CulDSac,Single Family,Gable,PConc,794,GasA,Y,7,0,Attchd,MnPrv,2007,211000,2
11988,Corner,Single Family,Gable,CBlock,1244,GasA,Y,6,2,Attchd,NA,2007,150000,10
40094,Inside,Single Family,Hip,PConc,3138,GasA,Y,11,1,BuiltIn,NA,2007,184750,2
11787,Inside,Single Family,Gable,PConc,1379,GasA,Y,8,1,Attchd,NA,2007,315750,3
13300,Inside,Single Family,Hip,CBlock,928,GasA,Y,4,0,Attchd,NA,2007,132000,6
9098,Inside,Single Family,Gable,BrkTil,528,GasA,Y,5,0,NA,NA,2007,86000,9
32668,CulDSac,Single Family,Hip,PConc,2035,GasA,Y,9,2,Attchd,NA,2007,200624,4
5000,Inside,Single Family,Gable,Slab,0,GasA,N,2,0,NA,NA,2007,39300,1
11000,FR2,Single Family,Gable,PConc,969,GasA,Y,8,1,BuiltIn,NA,2007,248000,4
4058,Inside,Townhouse,Gable,PConc,723,GasA,Y,4,0,Attchd,NA,2007,133000,8
8737,Inside,Single Family,Gable,BrkTil,1065,GasA,Y,6,1,Detchd,NA,2007,210000,6
7244,Inside,Single Family,Gable,CBlock,768,GasA,Y,5,0,Detchd,NA,2007,129500,8
9967,Inside,Single Family,Gable,PConc,384,GasA,Y,8,1,BuiltIn,NA,2007,170000,1
10500,FR2,Single Family,Gambrel,CBlock,372,GasA,Y,5,0,BuiltIn,GdWo,2007,139000,8
14585,CulDSac,Single Family,Gable,CBlock,1144,GasA,Y,7,2,Attchd,NA,2007,181900,8
11841,Inside,Duplex,Gable,CBlock,816,GasA,Y,5,0,NA,NA,2007,118500,4
3922,Inside,Townhouse,Gable,PConc,1258,GasA,Y,7,1,Attchd,NA,2007,194201,5
9000,Inside,Single Family,Gable,PConc,780,GasA,Y,6,1,Detchd,NA,2007,141000,2
12168,Inside,Single Family,Gable,PConc,965,GasA,Y,10,2,Basment,NA,2007,359100,6
7943,Inside,Single Family,Gable,CBlock,1029,GasA,Y,5,0,Attchd,NA,2007,118500,9
10395,FR2,Single Family,Gable,CBlock,1032,GasA,Y,6,1,Attchd,MnPrv,2007,148000,10
8402,Inside,Single Family,Gable,PConc,1120,GasA,Y,6,0,NA,NA,2007,147000,6
11694,Inside,Single Family,Hip,PConc,1822,GasA,Y,9,1,Attchd,NA,2007,314813,8
2117,Inside,Townhouse,Gable,PConc,756,GasA,Y,4,1,Detchd,NA,2007,168500,6
12342,Inside,Single Family,Hip,CBlock,978,GasA,Y,6,1,Attchd,GdWo,2007,139900,3
11606,Inside,Single Family,Gable,PConc,1040,GasA,Y,9,2,Attchd,NA,2007,135000,5
4590,Inside,Townhouse,Gable,PConc,1554,GasA,Y,6,1,Attchd,NA,2007,209500,9
9250,Corner,Single Family,Gable,CBlock,1056,GasA,Y,6,0,Attchd,NA,2007,139400,9
10896,Inside,Condo,Hip,CBlock,1440,GasA,Y,14,0,NA,NA,2007,200000,7
7050,Inside,Single Family,Gable,PConc,1057,GasA,Y,7,1,Attchd,NA,2007,226000,8
10793,Inside,Single Family,Mansard,CBlock,780,GasA,Y,7,0,Attchd,GdWo,2007,152000,1
10530,Corner,Single Family,Hip,CBlock,981,GasA,Y,5,0,Detchd,NA,2007,143250,9
1936,Inside,Townhouse,Gable,CBlock,630,GasA,Y,3,0,NA,MnPrv,2007,84500,6
12384,CulDSac,Single Family,Gable,CBlock,793,GasA,Y,7,1,Attchd,NA,2007,197900,9
18450,Inside,Single Family,Flat,CBlock,1021,GasA,Y,7,1,CarPort,NA,2007,129000,4
14442,Inside,Single Family,Hip,PConc,1477,GasA,Y,7,2,Attchd,NA,2007,257500,7
9945,Inside,Single Family,Hip,CBlock,988,GasA,Y,5,0,Detchd,NA,2007,128500,8
11248,Corner,Single Family,Hip,PConc,1626,GasA,Y,7,1,Attchd,NA,2007,285000,2
5062,CulDSac,Townhouse,Gable,CBlock,1190,GasA,Y,6,1,Attchd,NA,2007,207500,6
10207,Inside,Single Family,Gable,PConc,874,GasA,Y,7,0,Attchd,NA,2007,227875,7
5105,FR2,Townhouse,Gable,PConc,551,GasA,Y,4,0,Detchd,NA,2007,148800,2
8089,Inside,Single Family,Gable,PConc,1419,GasA,Y,7,1,Attchd,NA,2007,392000,10
7577,Corner,Townhouse,Gable,PConc,1362,GasA,Y,6,1,Attchd,NA,2007,194700,1
21535,Corner,Single Family,Gable,PConc,2444,GasA,Y,10,2,Attchd,NA,2007,755000,4
115149,CulDSac,Single Family,Gable,CBlock,1643,GasA,Y,5,2,Attchd,NA,2007,302000,5
9018,Inside,Single Family,Hip,PConc,728,GasA,Y,8,1,Attchd,NA,2007,179540,10
10800,Inside,Single Family,Gable,BrkTil,718,GasA,Y,8,0,Detchd,NA,2007,159500,6
9590,Corner,Single Family,Gable,PConc,868,GasA,Y,6,1,Attchd,NA,2007,187500,1
8978,Corner,Single Family,Gable,PConc,948,GasA,Y,6,0,Attchd,NA,2007,108000,4
9600,Inside,Single Family,Gable,BrkTil,264,GasA,Y,7,0,Detchd,GdPrv,2007,132000,8
8450,Inside,Single Family,Gable,PConc,1349,GasA,Y,6,0,Attchd,GdPrv,2007,179000,5
7750,Inside,Single Family,Gable,PConc,660,GasA,Y,6,0,Attchd,NA,2007,162000,1
12257,Inside,Single Family,Gable,PConc,1318,GasA,Y,9,1,Attchd,NA,2007,290000,6
10150,Inside,Single Family,Gable,CBlock,912,GasA,Y,5,0,Attchd,NA,2007,114500,8
14226,Corner,Single Family,Hip,PConc,1935,GasA,Y,9,1,Attchd,NA,2007,395000,5
8400,Inside,Duplex,Gable,Slab,0,GasA,Y,10,2,Detchd,NA,2007,144000,2
7875,Inside,Single Family,Gable,PConc,1237,GasA,Y,6,1,Attchd,NA,2007,176000,2
12205,Inside,Single Family,Gable,CBlock,832,GasA,Y,9,0,Attchd,NA,2007,187500,9
11333,Corner,Single Family,Gable,PConc,1029,GasA,Y,5,2,Attchd,NA,2007,146800,8
9920,CulDSac,Single Family,Gable,PConc,1117,GasA,Y,8,1,Attchd,NA,2007,269790,5
9158,Inside,Single Family,Gable,PConc,1496,GasA,Y,7,0,Attchd,NA,2007,225000,10
8197,Inside,Single Family,Gable,CBlock,660,GasA,Y,7,1,Attchd,MnPrv,2007,143500,5
7200,Corner,Single Family,Gable,BrkTil,731,GasA,Y,7,2,Detchd,MnPrv,2007,175000,6
4800,Inside,Single Family,Gable,CBlock,1196,GasA,Y,5,0,Detchd,NA,2007,109900,3
9750,Inside,Single Family,Gable,CBlock,1442,GasA,Y,7,0,Attchd,NA,2007,157900,7
12394,Corner,Single Family,Gable,PConc,847,GasA,Y,7,1,BuiltIn,NA,2007,225000,2
8100,Inside,Single Family,Gable,BrkTil,1559,GasA,Y,5,0,Detchd,GdWo,2007,153500,6
8000,Corner,Duplex,Gable,CBlock,1800,GasA,N,10,0,NA,NA,2007,141000,3
16647,CulDSac,Single Family,Gable,CBlock,1390,GasA,Y,6,2,Basment,NA,2007,171000,2
9600,FR2,Single Family,Hip,CBlock,528,GasA,Y,7,1,Attchd,NA,2007,187000,1
4435,Inside,Townhouse,Gable,PConc,848,GasA,Y,3,0,Attchd,NA,2007,131500,8
7128,Inside,Single Family,Gable,CBlock,918,GasA,Y,7,2,Detchd,MnPrv,2007,164000,4
7642,Corner,Single Family,Gable,BrkTil,912,GasA,Y,7,1,Detchd,GdPrv,2007,189950,9
10656,Inside,Single Family,Gable,PConc,1638,GasA,Y,6,1,Attchd,NA,2007,248900,2
6970,Corner,Single Family,Gable,CBlock,1040,GasA,Y,5,0,Attchd,NA,2007,129000,4
9000,Inside,Single Family,Gable,PConc,1184,GasA,Y,11,1,BuiltIn,NA,2007,303477,8
25286,Inside,Single Family,Gable,PConc,1064,GasA,Y,5,0,Attchd,NA,2007,132250,3
7024,Inside,Single Family,Gable,PConc,1090,GasA,Y,5,0,Attchd,NA,2007,157000,10
13758,CulDSac,Single Family,Gable,CBlock,1156,GasA,Y,7,1,Attchd,NA,2007,187500,6
15865,Inside,Single Family,Flat,PConc,2217,GasA,Y,8,1,Attchd,NA,2007,268000,7
8064,Corner,Single Family,Gable,CBlock,672,GasA,Y,6,1,Detchd,MnPrv,2007,122900,1
7340,Inside,Single Family,Gable,CBlock,858,GasA,Y,4,0,Detchd,NA,2007,110000,6
6173,Inside,Single Family,Gable,CBlock,876,GasA,Y,6,0,Attchd,MnPrv,2007,125500,3
13501,Corner,Single Family,Gable,PConc,1623,GasA,Y,8,1,Attchd,NA,2007,255000,8
6270,Inside,Duplex,Gable,CBlock,1001,GasA,N,8,0,2Types,NA,2007,145000,10
2001,Inside,Townhouse,Gable,CBlock,546,GasA,Y,6,0,Attchd,NA,2007,75000,8
13125,Corner,Single Family,Gable,PConc,1104,GasA,Y,8,1,Attchd,GdPrv,2007,238000,5
8462,Inside,Single Family,Gable,PConc,928,GasA,Y,7,0,Attchd,NA,2007,201000,6
11999,Inside,Single Family,Hip,PConc,1181,GasA,Y,10,1,BuiltIn,NA,2007,285000,2
11670,Corner,Single Family,Hip,PConc,1905,GasA,Y,8,1,Attchd,NA,2007,320000,3
7711,Inside,Duplex,Gable,PConc,1440,GasA,Y,8,0,NA,NA,2007,150000,7
25000,Inside,Duplex,Gable,CBlock,1632,GasA,Y,8,0,Attchd,NA,2007,143000,4
14536,Inside,Single Family,Hip,PConc,1616,GasA,Y,9,1,Attchd,NA,2007,270000,10
7200,Inside,Single Family,Gable,CBlock,864,GasA,Y,5,0,Detchd,NA,2007,129000,10
7136,Inside,Duplex,Gable,CBlock,979,GasA,N,8,0,Attchd,NA,2007,145000,8
7420,Inside,Single Family,Hip,CBlock,1057,GasA,Y,6,0,Detchd,NA,2007,132000,2
8450,Inside,Single Family,Gable,PConc,1337,GasA,Y,6,0,Attchd,NA,2007,185000,7
2308,Corner,Townhouse,Gable,CBlock,804,GasA,Y,7,1,Detchd,NA,2007,155000,7
10237,Inside,Single Family,Gable,PConc,783,GasA,Y,8,1,Attchd,NA,2007,178900,7
4274,Inside,Townhouse,Gable,PConc,1241,GasA,Y,4,0,Attchd,NA,2007,199900,9
9450,Inside,Single Family,Gable,CBlock,894,GasA,Y,5,0,Detchd,NA,2007,110000,8
12046,Inside,Single Family,Gable,CBlock,848,GasA,Y,8,1,Attchd,NA,2007,195000,8
9760,Inside,Single Family,Hip,CBlock,822,GasA,Y,7,1,Attchd,MnWw,2007,187000,10
5400,Corner,Single Family,Gable,BrkTil,691,GasA,Y,4,0,Detchd,NA,2007,86000,8
11500,Corner,Duplex,Gable,CBlock,1680,GasA,Y,8,0,Detchd,NA,2007,136905,10
12155,Inside,Single Family,Gable,CBlock,1657,GasA,Y,7,1,Attchd,NA,2007,163500,10
10592,Inside,Single Family,Hip,PConc,602,GasA,Y,7,2,Detchd,NA,2007,165000,8
11664,Inside,Single Family,Gable,CBlock,1082,GasA,Y,5,1,Detchd,NA,2007,119200,9
10784,FR2,Single Family,Gable,PConc,384,GasA,Y,7,1,Attchd,NA,2007,160000,2
9439,Inside,Single Family,Gable,CBlock,912,GasA,Y,6,0,Detchd,NA,2007,87000,10
7700,Corner,Single Family,Gable,CBlock,882,GasA,Y,5,0,Detchd,MnPrv,2007,112500,2
9492,Inside,Single Family,Gable,CBlock,768,GasA,Y,6,1,Attchd,NA,2007,105000,10
6305,Inside,Single Family,Gable,PConc,920,GasA,Y,5,1,Basment,MnPrv,2007,119750,4
8993,Inside,Single Family,Gable,PConc,1302,GasA,Y,6,0,Attchd,NA,2007,176485,9
11175,Corner,Single Family,Gable,PConc,1316,GasA,Y,6,1,Attchd,NA,2007,200141,1
9500,Corner,Single Family,Gable,CBlock,816,GasA,Y,9,1,Attchd,GdPrv,2007,165000,4
11275,Corner,Single Family,Gable,CBlock,854,GasA,Y,7,1,Detchd,NA,2007,220000,10
13600,Inside,Condo,Gable,BrkTil,662,GasA,N,10,0,Detchd,NA,2007,90000,4
9600,Inside,Single Family,Gable,CBlock,845,GasA,Y,4,0,Detchd,NA,2007,135000,10
10152,Inside,Single Family,Hip,CBlock,1048,GasA,Y,6,0,Attchd,NA,2007,135000,8
8556,Inside,Single Family,Gable,PConc,1240,GasA,Y,5,0,Attchd,NA,2007,194000,2
13125,Inside,Single Family,Gable,CBlock,800,GasA,Y,6,2,Attchd,NA,2007,219500,8
8775,Inside,Single Family,Gable,PConc,990,GasA,Y,5,0,Attchd,NA,2007,126000,4
8749,Inside,Single Family,Gable,PConc,1459,GasA,Y,6,1,Attchd,NA,2007,192000,9
9317,Inside,Single Family,Gable,PConc,1314,GasA,Y,6,1,Attchd,NA,2007,176432,10
6882,Inside,Single Family,Gable,PConc,684,GasA,Y,7,0,NA,NA,2007,127000,4
3696,Inside,Townhouse,Gable,CBlock,1074,GasA,Y,5,0,Attchd,NA,2007,170000,10
9758,Inside,Single Family,Gable,CBlock,950,GasA,Y,5,0,Detchd,NA,2007,119500,7
7000,Inside,Single Family,Gable,CBlock,1010,GasA,Y,6,0,Attchd,MnWw,2007,135000,4
2016,Inside,Townhouse,Gable,CBlock,630,GasA,Y,6,0,Detchd,NA,2007,106000,3
10357,Corner,Single Family,Hip,PConc,910,GasA,Y,6,1,Attchd,NA,2007,179900,1
8063,Inside,Single Family,Gable,PConc,924,GasA,Y,7,1,Attchd,NA,2007,181000,10
8923,Inside,Single Family,Gable,CBlock,1008,GasA,Y,6,0,Attchd,NA,2007,134500,5
12085,Inside,Single Family,Hip,PConc,1734,GasA,Y,7,1,Attchd,NA,2007,318000,10
8263,Inside,Single Family,Gable,BrkTil,1012,GasA,Y,6,1,Detchd,MnPrv,2007,118400,3
9125,Inside,Single Family,Gable,PConc,384,GasA,Y,7,1,Attchd,NA,2007,163900,7
14572,Corner,Single Family,Hip,PConc,1530,GasA,Y,7,1,Attchd,NA,2007,259000,1
11796,Inside,Single Family,Gable,PConc,847,GasA,Y,8,1,BuiltIn,NA,2007,215000,1
7200,Inside,Duplex,Gable,CBlock,936,GasA,Y,4,0,Detchd,NA,2007,140000,4
10712,Inside,Single Family,Gable,PConc,974,GasA,Y,5,0,NA,MnPrv,2007,93500,9
9900,Inside,Single Family,Gable,BrkTil,1008,GasW,Y,8,0,Detchd,NA,2007,117500,10
8773,Inside,Single Family,Gable,PConc,916,GasA,Y,7,1,Attchd,NA,2007,169000,2
6180,Corner,Single Family,Gable,BrkTil,960,GasA,N,5,1,Detchd,NA,2007,102000,9
8731,Inside,Single Family,Gable,BrkTil,915,GasA,Y,6,1,Detchd,NA,2007,144000,10
9965,Inside,Single Family,Hip,PConc,1466,GasA,Y,11,1,BuiltIn,NA,2007,424870,4
8280,Inside,Single Family,Gable,CBlock,932,GasA,Y,4,1,Attchd,GdPrv,2007,124000,1
10768,Corner,Single Family,Gable,CBlock,1437,GasA,Y,6,1,Attchd,NA,2007,218000,7
8724,Inside,Single Family,Gable,CBlock,894,GasA,Y,5,1,Attchd,NA,2007,129000,9
16157,FR2,Single Family,Gable,PConc,1360,GasA,Y,5,1,Attchd,NA,2007,194000,8
18030,Inside,Single Family,Gable,CBlock,1598,GasA,Y,12,1,NA,MnPrv,2007,200500,6
