Name,Sex,Age,Country,Sport,Year,Bronze Medal,Gold Medal,Silver Medal,Total Medal
Hong Seong-Heun,M,23,South Korea,Baseball,2000,1,0,0,1
Ismael Ruiz Salmn,M,23,Spain,Football,2000,0,0,1,1
Isidoro Ibarra,M,23,Argentina,Hockey,2016,0,1,0,1
Isabelle Chartrand,F,23,Canada,Ice Hockey,2002,0,1,0,1
Hedaya Ahmad Malak Wahba,F,23,Egypt,Taekwondo,2016,1,0,0,1
Ismail Ahmed Ismail,M,23,Sudan,Athletics,2008,0,0,1,1
Israel Jos Rubio Rivero,M,23,Venezuela,Weightlifting,2004,1,0,0,1
Hctor Olivera Amaro,M,23,Cuba,Baseball,2008,0,0,1,1
He Wenna,F,23,China,Trampolining,2012,1,0,0,1
Ilse Paulis,F,23,Netherlands,Rowing,2016,0,1,0,1
Helen Reeves,F,23,Great Britain,Canoeing,2004,1,0,0,1
Heiko Meyer,M,23,Germany,Diving,2000,1,0,0,1
Ingvild Flugstad stberg,F,23,Norway,CrossCountry Skiing,2014,0,1,1,2
Juan Fernndez la Villa,M,23,Spain,Hockey,2008,0,0,1,1
Julius Shareef Abdur-Rahim,M,23,United States,Basketball,2000,0,1,0,1
Julius Khn,M,23,Germany,Handball,2016,1,0,0,1
Julio Csar Manzur Caffarena,M,23,Paraguay,Football,2004,0,0,1,1
Julie Gail Towers (-Richardson),F,23,Australia,Hockey,2000,0,1,0,1
Julie Bresset,F,23,France,Cycling,2012,0,1,0,1
Julia Richter,F,23,Germany,Rowing,2012,0,0,1,1
"Joseph ""Joe"" Polo",M,23,United States,Curling,2006,1,0,0,1
"Joseph ""Joe"" Clarke",M,23,Great Britain,Canoeing,2016,0,1,0,1
Georgy Aleksandrovich Tsurtsumia,M,23,Kazakhstan,Wrestling,2004,0,0,1,1
Josephine Pucci,F,23,United States,Ice Hockey,2014,0,0,1,1
"Joshua John ""Josh"" Watson",M,23,Australia,Swimming,2000,0,0,1,1
Joshua Buatsi,M,23,Great Britain,Boxing,2016,1,0,0,1
Josh Prenot,M,23,United States,Swimming,2016,0,0,1,1
Juraj Mink,M,23,Slovakia,Canoeing,2000,1,0,0,1
Kasumi Ishikawa,F,23,Japan,Table Tennis,2016,1,0,0,1
Fyodor Aleksandrovich Klimov,M,23,Russia,Figure Skating,2014,0,1,0,1
Karsta Lowe,F,23,United States,Volleyball,2016,1,0,0,1
Katerine Savard,F,23,Canada,Swimming,2016,1,0,0,1
Kaylyn McKenzie Kyle,F,23,Canada,Football,2012,1,0,0,1
Katy Louise Marchant,F,23,Great Britain,Cycling,2016,1,0,0,1
Gail Louise Miller (-Tune),F,23,Australia,Water Polo,2000,0,1,0,1
Kajsa Margareta Bergqvist (-Herngren-),F,23,Sweden,Athletics,2000,1,0,0,1
"Geert Jan Marie ""Geert-Jan"" Derikx",M,23,Netherlands,Hockey,2004,0,0,1,1
Justus Scharowsky,M,23,Germany,Hockey,2004,1,0,0,1
Kalyna Roberge,F,23,Canada,Short Track Speed Skating,2010,0,0,1,1
Kamran ahsuvarl,M,23,Azerbaijan,Boxing,2016,1,0,0,1
Karine Sergerie,F,23,Canada,Taekwondo,2008,0,0,1,1
Karina Khavazhevna Goricheva,F,23,Kazakhstan,Weightlifting,2016,1,0,0,1
Gary O'Donovan,M,23,Ireland,Rowing,2016,0,0,1,1
Garrett Weber-Gale,M,23,United States,Swimming,2008,0,2,0,2
Karen Putzer,F,23,Italy,Alpine Skiing,2002,1,0,0,1
Gi Seong-Yong,M,23,South Korea,Football,2012,1,0,0,1
Grazielle Pinheiro Guimares Nascimento,F,23,Brazil,Football,2004,0,0,1,1
Grce Zaadi Deuna,F,23,France,Handball,2016,0,0,1,1
Joe Pack,M,23,United States,Freestyle Skiing,2002,0,0,1,1
Guillermo Rigondeaux Ortz,M,23,Cuba,Boxing,2004,0,1,0,1
Ji Glenn Wallace,M,23,Australia,Trampolining,2000,0,0,1,1
Jessica Ashwood,F,23,Australia,Swimming,2016,0,0,1,1
Guo Li,F,23,China,Synchronized Swimming,2016,0,0,1,1
Ji Prskavec,M,23,Czech Republic,Canoeing,2016,1,0,0,1
Jo Jun-Ho,M,23,South Korea,Judo,2012,1,0,0,1
Gu Bon-Gil,M,23,South Korea,Fencing,2012,0,1,0,1
Gu Ja-Cheol,M,23,South Korea,Football,2012,1,0,0,1
Gu Xiao,F,23,China,Synchronized Swimming,2016,0,0,1,1
Jinelle Lynn Zaugg-Siergiej,F,23,United States,Ice Hockey,2010,0,0,1,1
Giorgio Avola,M,23,Italy,Fencing,2012,0,1,0,1
Giovani dos Santos Ramrez,M,23,Mexico,Football,2012,0,1,0,1
John Tavares,M,23,Canada,Ice Hockey,2014,0,1,0,1
John Shuster,M,23,United States,Curling,2006,1,0,0,1
"Giselle Andrea ""Gisi"" Kaevsky",F,23,Argentina,Hockey,2008,1,0,0,1
Josef Dostl,M,23,Czech Republic,Canoeing,2016,1,0,1,2
Giampiero Pinzi,M,23,Italy,Football,2004,1,0,0,1
"Gijsbert Theodor ""Gijs"" Vermeulen",M,23,Netherlands,Rowing,2004,0,0,1,1
Jonna Andersson,F,23,Sweden,Football,2016,0,0,1,1
Jos Ernesto Sosa,M,23,Argentina,Football,2008,0,1,0,1
"John Robert ""J. R."" Celski",M,23,United States,Short Track Speed Skating,2014,0,0,1,1
Gonzalo Peillat,M,23,Argentina,Hockey,2016,0,1,0,1
John Moffitt,M,23,United States,Athletics,2004,0,0,1,1
Godfrey Khotso Mokoena,M,23,South Africa,Athletics,2008,0,0,1,1
Gong Lijiao,F,23,China,Athletics,2012,1,0,0,1
Gong Zhichao,F,23,China,Badminton,2000,0,1,0,1
Glenn O'Shea,M,23,Australia,Cycling,2012,0,0,1,1
"John Joseph ""Joe"" Nevin",M,23,Ireland,Boxing,2012,0,0,1,1
"John Joseph Louis ""Jack"" Johnson, III",M,23,United States,Ice Hockey,2010,0,0,1,1
Giuseppe Sculli,M,23,Italy,Football,2004,1,0,0,1
Glencora Ralph,F,23,Australia,Water Polo,2012,1,0,0,1
Giuseppe Vicino,M,23,Italy,Rowing,2016,1,0,0,1
Nataliya Anatolivna Davydova,F,23,Ukraine,Weightlifting,2008,1,0,0,1
Michelle Louise Ferris,F,23,Australia,Cycling,2000,0,0,1,1
Nataliya Anatolivna Skakun,F,23,Ukraine,Weightlifting,2004,0,1,0,1
Mink Alphons van der Weerden,M,23,Netherlands,Hockey,2012,0,0,1,1
Miloushka Yasemin Smit,F,23,Netherlands,Water Polo,2008,0,1,0,1
Natalie Marie Spooner,F,23,Canada,Ice Hockey,2014,0,1,0,1
Natalie Mastracci,F,23,Canada,Rowing,2012,0,0,1,1
Natalie Porter,F,23,Australia,Basketball,2004,0,0,1,1
Miguel ngel Angulo Valderrey,M,23,Spain,Football,2000,0,0,1,1
Miguel ngel Ponce Briseo,M,23,Mexico,Football,2012,0,1,0,1
Miki Kanie,F,23,Japan,Archery,2012,1,0,0,1
Digenes Lua Martnez,M,23,Cuba,Boxing,2000,1,0,0,1
Nazyr Yunuzovich Mankiyev,M,23,Russia,Wrestling,2008,0,1,0,1
Dmitry Vasilyevich Karpov,M,23,Kazakhstan,Athletics,2004,1,0,0,1
Nathan John Eglington,M,23,Australia,Hockey,2004,0,1,0,1
Miguel La Hera Betancourt,M,23,Cuba,Baseball,2008,0,0,1,1
Natlia Zlio Pereira,F,23,Brazil,Volleyball,2012,0,1,0,1
Diana Romagnoli (-Takouk),F,23,Switzerland,Fencing,2000,0,0,1,1
Michael Mrkv (-Christiansen),M,23,Denmark,Cycling,2008,0,0,1,1
Navab Nassirshalal,M,23,Iran,Weightlifting,2012,0,0,1,1
"Mikhail Surenovich ""Misha"" Aloyan",M,23,Russia,Boxing,2012,1,0,0,1
Dirk Reinier Lippits,M,23,Netherlands,Rowing,2000,0,0,1,1
Monica Cecilia Abbott,F,23,United States,Softball,2008,0,0,1,1
Murad Mustafayevich Umakhanov,M,23,Russia,Wrestling,2000,0,1,0,1
Molly Meech,F,23,New Zealand,Sailing,2016,0,0,1,1
Daynellis Montejo Poll,F,23,Cuba,Taekwondo,2008,1,0,0,1
Myriam milie Baverel,F,23,France,Taekwondo,2004,0,0,1,1
Demetrius Rashad Pinder,M,23,Bahamas,Athletics,2012,0,1,0,1
Moushaumi Robinson,F,23,United States,Athletics,2004,0,1,0,1
Deng Wei,F,23,China,Weightlifting,2016,0,1,0,1
Mohammed Rabii,M,23,Morocco,Boxing,2016,1,0,0,1
Naito Ehara,M,23,Japan,Swimming,2016,1,0,0,1
Denys Olehovych Sylantiev,M,23,Ukraine,Swimming,2000,0,0,1,1
"Mitchell James ""Mitch"" Larkin",M,23,Australia,Swimming,2016,1,0,1,2
Nanceen Lavern Perry,F,23,United States,Athletics,2000,1,0,0,1
Nao Kodaira,F,23,Japan,Speed Skating,2010,0,0,1,1
Naohisa Takato,M,23,Japan,Judo,2016,1,0,0,1
Naoki Tsukahara,M,23,Japan,Athletics,2008,0,0,1,1
Naoko Kawashima,F,23,Japan,Synchronized Swimming,2004,0,0,1,1
Davit Gochayevich Chakvetadze,M,23,Russia,Wrestling,2016,0,1,0,1
Dmitry Aleksandrovich Musersky,M,23,Russia,Volleyball,2012,0,1,0,1
Nadia Davy,F,23,Jamaica,Athletics,2004,1,0,0,1
Dmitry Arkadyevich Ushakov,M,23,Russia,Trampolining,2012,0,0,1,1
David Wise,M,23,United States,Freestyle Skiing,2014,0,1,0,1
Mizuki Fujii,F,23,Japan-1,Badminton,2012,0,0,1,1
Dmytro Mykolaiovych Yanchuk,M,23,Ukraine,Canoeing,2016,1,0,0,1
David Andrs Henrquez Espinoza,M,23,Chile,Football,2000,1,0,0,1
Mikhail Alekseyevich Chipurin,M,23,Russia,Handball,2004,1,0,0,1
Diego Daniel Barreto Cceres,M,23,Paraguay,Football,2004,0,0,1,1
Diego Ribas da Cunha,M,23,Brazil,Football,2008,1,0,0,1
Mikhail Borisovich Ignatyev,M,23,Russia,Cycling,2008,1,0,0,1
Kelsi Worrell,F,22,United States,Swimming,2016,0,1,0,1
Kelly Stephens (-Tysland),F,22,United States,Ice Hockey,2006,1,0,0,1
Sydney Rae Leroux (-Dwyer),F,22,United States,Football,2012,0,1,0,1
Kendra Zanotto,F,22,United States,Synchronized Swimming,2004,1,0,0,1
Roger Kluge,M,22,Germany,Cycling,2008,0,0,1,1
Svetlana Konstantinovna Kolesnichenko,F,22,Russia,Synchronized Swimming,2016,0,1,0,1
Katie Louise Archibald,F,22,Great Britain,Cycling,2016,0,1,0,1
Antoine Valois-Fortier,M,22,Canada,Judo,2012,1,0,0,1
Tamer Salah Ali Abdu Bayoumi,M,22,Egypt,Taekwondo,2004,1,0,0,1
Luka Buki,M,22,Croatia,Water Polo,2016,0,0,1,1
"Katherine Marie ""Katie"" Weatherston",F,22,Canada,Ice Hockey,2006,0,1,0,1
Anthony Oluwafemi Olaseni Joshua,M,22,Great Britain,Boxing,2012,0,1,0,1
Rodrigo Caio Coquette Russo,M,22,Brazil,Football,2016,0,1,0,1
Takanori Nagase,M,22,Japan,Judo,2016,1,0,0,1
"Anzhelika ""Angelica"" Savrayuk",F,22,Italy,Rhythmic Gymnastics,2012,1,0,0,1
Sylwia Gruchaa,F,22,Poland,Fencing,2004,1,0,0,1
Luisito Pi,M,22,Dominican Republic,Taekwondo,2016,1,0,0,1
"Frederike Jacobie ""Mieke"" Cabout",F,22,Netherlands,Water Polo,2008,0,1,0,1
Fredy Jos Bareiro Gamarra,M,22,Paraguay,Football,2004,0,0,1,1
Rodrigo Dourado Cunha,M,22,Brazil,Football,2016,0,1,0,1
Frid Mnsurov,M,22,Azerbaijan,Wrestling,2004,0,1,0,1
Fridolina Rolf,F,22,Sweden,Football,2016,0,0,1,1
Freddy Santiago Mayola Fernndez,M,22,Cuba,Athletics,2000,1,0,0,1
Misael Uziel Rodrguez Olivas,M,22,Mexico,Boxing,2016,1,0,0,1
Kim Hyeon-Seong,M,22,South Korea,Football,2012,1,0,0,1
Oleh Yuriyovych Verniaiev,M,22,Ukraine,Gymnastics,2016,0,1,1,2
Stev Theloke,M,22,Germany,Swimming,2000,2,0,0,2
Stephen Milne,M,22,Great Britain,Swimming,2016,0,0,1,1
Artemi Gavezou Castro,F,22,Spain,Rhythmic Gymnastics,2016,0,0,1,1
Mikaela Wulff,F,22,Finland,Sailing,2012,1,0,0,1
Stephanie Renee Cox (Lopez-),F,22,United States,Football,2008,0,1,0,1
Stephanie Schiller,F,22,Germany,Rowing,2008,1,0,0,1
Kim Yeong-Gwon,M,22,South Korea,Football,2012,1,0,0,1
Oleksandr Mykolaiovych Beresh,M,22,Ukraine,Gymnastics,2000,1,0,1,2
Kim So-Hui,F,22,South Korea,Taekwondo,2016,0,1,0,1
Rohan Dennis,M,22,Australia,Cycling,2012,0,0,1,1
"Susannah ""Susie"" Scanlan",F,22,United States,Fencing,2012,1,0,0,1
Deontay Leshun Wilder,M,22,United States,Boxing,2008,1,0,0,1
Kevin Cordes,M,22,United States,Swimming,2016,0,1,0,1
Mitic Pricop,M,22,Romania,Canoeing,2000,1,1,0,2
Khasan Magometovich Khalmurzayev,M,22,Russia,Judo,2016,0,1,0,1
Arman Hall,M,22,United States,Athletics,2016,0,1,0,1
Kim Bo-Gyeong,M,22,South Korea,Football,2012,1,0,0,1
Suguru Awaji,M,22,Japan,Fencing,2012,0,0,1,1
Kieran Martin West,M,22,Great Britain,Rowing,2000,0,1,0,1
Khristina Giazitzidou,F,22,Greece,Rowing,2012,1,0,0,1
Sun Qiuting,F,22,China,Synchronized Swimming,2008,1,0,0,1
Sun Tiantian,F,22,China-1,Tennis,2004,0,1,0,1
Eric Charles Brewer,M,22,Canada,Ice Hockey,2002,0,1,0,1
Kate Jon-Marie Hooper,F,22,Australia,Water Polo,2000,0,1,0,1
Julio Valentn Gonzlez Ferreira,M,22,Paraguay,Football,2004,0,0,1,1
Julien Bahain,M,22,France,Rowing,2008,1,0,0,1
Morolake Akinosun,F,22,United States,Athletics,2016,0,1,0,1
Tian Tao,M,22,China,Weightlifting,2016,0,0,1,1
Lyne Beaumont,F,22,Canada,Synchronized Swimming,2000,1,0,0,1
Juliana Ribeiro Cabral,F,22,Brazil,Football,2004,0,0,1,1
Justine Henin-Hardenne,F,22,Belgium,Tennis,2004,0,1,0,1
Gennady Gennadyevich Golovkin,M,22,Kazakhstan,Boxing,2004,0,0,1,1
Geno Petriashvili,M,22,Georgia,Wrestling,2016,1,0,0,1
"Thomas Robert ""Tom"" Daley",M,22,Great Britain,Diving,2016,1,0,0,1
"Thomas Mario ""Tommy"" Haas",M,22,Germany,Tennis,2000,0,0,1,1
Justin Gilberto Geduld,M,22,South Africa,Rugby Sevens,2016,1,0,0,1
Justin Bradley Olsen,M,22,United States-1,Bobsleigh,2010,0,1,0,1
"Thomas Robert ""Tom"" Brice",M,22,Australia,Baseball,2004,0,0,1,1
Angie Lee Bainbridge,F,22,Australia,Swimming,2012,0,0,1,1
Brett Paul Tamburrino,M,22,Australia,Baseball,2004,0,0,1,1
Ju Hyeong-Jun,M,22,South Korea,Speed Skating,2014,0,0,1,1
Tom Andr Hilde,M,22,Norway,Ski Jumping,2010,1,0,0,1
"Mrcio Rafael ""Rafinha"" Ferreira de Souza",M,22,Brazil,Football,2008,1,0,0,1
Brianna Decker,F,22,United States,Ice Hockey,2014,0,0,1,1
Jrgen Nyland Graabak,M,22,Norway,Nordic Combined,2014,0,2,0,2
Angelo Palombo,M,22,Italy,Football,2004,1,0,0,1
Tina Wunderlich,F,22,Germany,Football,2000,1,0,0,1
Gelena Dmitriyevna Topilina,F,22,Russia,Synchronized Swimming,2016,0,1,0,1
Dagny Mellgren,F,22,Norway,Football,2000,0,1,0,1
Annemarie Forder,F,22,Australia,Shooting,2000,1,0,0,1
Tatyana Ivanovna Ivanova,F,22,Russia,Luge,2014,0,0,1,1
Eri Tosaka,F,22,Japan,Wrestling,2016,0,1,0,1
Tan Ya-Ting,F,22,Chinese Taipei,Archery,2016,1,0,0,1
Tang Bin,F,22,China,Rowing,2008,0,1,0,1
Tang Mengni,F,22,China,Synchronized Swimming,2016,0,0,1,1
Fu Mingxia,F,22,China,Diving,2000,0,1,1,2
Tara Kirk,F,22,United States,Swimming,2004,0,0,1,1
Eref Apak,M,22,Turkey,Athletics,2004,1,0,0,1
Kara Lynn Joyce,F,22,United States,Swimming,2008,0,0,2,2
Anna Yevgenyevna Batyushko,F,22,Belarus,Weightlifting,2004,0,0,1,1
Thiago Braz da Silva,M,22,Brazil,Athletics,2016,0,1,0,1
Kanako Kitao,F,22,Japan,Synchronized Swimming,2004,0,0,1,1
Anna Vitalyevna Sivkova,F,22,Russia,Fencing,2004,0,1,0,1
"Thomas ""Tom"" Jaeschke",M,22,United States,Volleyball,2016,1,0,0,1
Anna Olegovna Karnaukh,F,22,Russia,Water Polo,2016,1,0,0,1
Thomas Bouhail,M,22,France,Gymnastics,2008,0,0,1,1
Monica Puig Marchn,F,22,Puerto Rico,Tennis,2016,0,1,0,1
Denis Ulanov,M,22,Kazakhstan,Weightlifting,2016,1,0,0,1
Annelie Ulrica Lindstrm,F,22,Sweden,Ice Hockey,2002,1,0,0,1
Daiya Seto,M,22,Japan,Swimming,2016,1,0,0,1
Gang Min-Ho,M,22,South Korea,Baseball,2008,0,1,0,1
Gao Feng,F,22,China,Judo,2004,1,0,0,1
Thalia Janina Munro,F,22,United States,Water Polo,2004,1,0,0,1
Roddy Darragon,M,22,France,CrossCountry Skiing,2006,0,0,1,1
Kip Carpenter,M,22,United States,Speed Skating,2002,1,0,0,1
Fabricio Coloccini,M,22,Argentina,Football,2004,0,1,0,1
Olivia Borle,F,22,Belgium,Athletics,2008,0,0,1,1
Diana Marie Munz (-DePetro),F,22,United States,Swimming,2004,1,0,0,1
Sarah Frederica Sjstrm,F,22,Sweden,Swimming,2016,1,1,1,3
Sarah Gabrielle Cabral de Menezes,F,22,Brazil,Judo,2012,0,1,0,1
Fabian Wiede,M,22,Germany,Handball,2016,1,0,0,1
Oliver Oscar Emanuel Ekman Larsson,M,22,Sweden,Ice Hockey,2014,0,0,1,1
Fabienne Reuteler,F,22,Switzerland,Snowboarding,2002,1,0,0,1
Sascha Klein,M,22,Germany,Diving,2008,0,0,1,1
Sandra Raluca Izbaa,F,22,Romania,Gymnastics,2012,1,1,0,2
Rosa Lindstedt,F,22,Finland,Ice Hockey,2010,1,0,0,1
Li Jinzi,F,22,China,Boxing,2012,1,0,0,1
Sani Haruna Kaita,M,22,Nigeria,Football,2008,0,0,1,1
Sara Harstick,F,22,Germany,Swimming,2004,1,0,0,1
Milda Valiukait,F,22,Lithuania,Rowing,2016,1,0,0,1
Li Wenquan,M,22,China,Archery,2008,1,0,0,1
Lena Schneborn,F,22,Germany,Modern Pentathlon,2008,0,1,0,1
Leith Brodie,M,22,Australia,Swimming,2008,2,0,0,2
Seo Ho-Jin,M,22,South Korea,Short Track Speed Skating,2006,0,1,0,1
Seong Si-Baek,M,22,South Korea,Short Track Speed Skating,2010,0,0,2,2
Ben Wigmore,M,22,Australia,Baseball,2004,0,0,1,1
Serge Jonas Ibaka Ngobila,M,22,Spain,Basketball,2012,0,0,1,1
Ben M. Sheets,M,22,United States,Baseball,2000,0,1,0,1
Lee Yong-Gyu,M,22,South Korea,Baseball,2008,0,1,0,1
Behdad Salimi Kordasiabi,M,22,Iran,Weightlifting,2012,0,1,0,1
Felipe Eidji Kitadai,M,22,Brazil,Judo,2012,1,0,0,1
Faith Chepngetich Kibiegon,F,22,Kenya,Athletics,2016,0,1,0,1
Fang Yuting,F,22,China,Archery,2012,0,0,1,1
Scotty Lago,M,22,United States,Snowboarding,2010,1,0,0,1
Olha Vasylivna Korobka,F,22,Ukraine,Weightlifting,2008,0,0,1,1
Ryosuke Irie,M,22,Japan,Swimming,2012,1,0,2,3
Ruslan Samaganovich Tyumenbayev,M,22,Kyrgyzstan,Wrestling,2008,1,0,0,1
Ross Gerard Powers,M,22,United States,Snowboarding,2002,0,1,0,1
Rustam Saidov,M,22,Uzbekistan,Boxing,2000,1,0,0,1
Miki Nakao,F,22,Japan,Swimming,2000,1,0,0,1
Ruth Marie Christelle Gbagbi,F,22,Cote d'Ivoire,Taekwondo,2016,1,0,0,1
Biurakn Hakhverdian,F,22,Netherlands,Water Polo,2008,0,1,0,1
Ryan Neville Bayley,M,22,Australia,Cycling,2004,0,2,0,2
Esquiva Falco Florentino,M,22,Brazil,Boxing,2012,0,0,1,1
Ryohei Kato,M,22,Japan,Gymnastics,2016,0,1,0,1
"Louis Glenn ""Lou"" Marson",M,22,United States,Baseball,2008,1,0,0,1
Ona Carbonell Ballestero,F,22,Spain,Synchronized Swimming,2012,1,0,1,2
"Rudolf ""Rudi"" Kraj",M,22,Czech Republic,Boxing,2000,0,0,1,1
"Lorraine Ming ""Lorrie"" Fair",F,22,United States,Football,2000,0,0,1,1
Blythe Hartley,F,22,Canada,Diving,2004,1,0,0,1
Lorenzo Porzio,M,22,Italy,Rowing,2004,1,0,0,1
Omar McLeod,M,22,Jamaica,Athletics,2016,0,1,0,1
Samantha Murray,F,22,Great Britain,Modern Pentathlon,2012,0,0,1,1
Sami Vatanen,M,22,Finland,Ice Hockey,2014,1,0,0,1
Samppa Kalevi Lajunen,M,22,Finland,Nordic Combined,2002,0,3,0,3
Liang Xinping,F,22,China,Synchronized Swimming,2016,0,0,1,1
Li Zhuo,F,22,China,Weightlifting,2004,0,0,1,1
Li Xueying,F,22,China,Weightlifting,2012,0,1,0,1
Sander Sebastiaan de Wijn,M,22,Netherlands,Hockey,2012,0,0,1,1
"Oludamola Bolanle ""Damola"" Osayomi",F,22,Nigeria,Athletics,2008,1,0,0,1
Louise Bager Bager Nrgaard (-Due),F,22,Denmark,Handball,2004,0,1,0,1
Olubayo Adefemi,M,22,Nigeria,Football,2008,0,0,1,1
Bianka Bua,F,22,Serbia,Volleyball,2016,0,0,1,1
Linda Tjrhom (-Grubben),F,22,Norway,Biathlon,2002,0,0,1,1
Saina Nehwal,F,22,India,Badminton,2012,1,0,0,1
Ashley Elisabeth Wagner,F,22,United States,Figure Skating,2014,1,0,0,1
Luca Garri,M,22,Italy,Basketball,2004,0,0,1,1
Luca Masso,M,22,Argentina,Hockey,2016,0,1,0,1
Cristina Teuscher,F,22,United States,Swimming,2000,1,0,0,1
Lucas Markian Makowsky,M,22,Canada,Speed Skating,2010,0,1,0,1
Song Qingling,F,22,China,Hockey,2008,0,0,1,1
Song Seog-U,M,22,South Korea,Short Track Speed Skating,2006,0,1,0,1
Kosei Inoue,M,22,Japan,Judo,2000,0,1,0,1
"Ashley Jason ""Ash"" Delaney",M,22,Australia,Swimming,2008,0,0,1,1
Kuo Hsing-Chun,F,22,Chinese Taipei,Weightlifting,2016,1,0,0,1
Francesco Di Fulvio,M,22,Italy,Water Polo,2016,1,0,0,1
Kseniya Andreyevna Sankovich,F,22,Belarus,Rhythmic Gymnastics,2012,0,0,1,1
Athanasia Tsoumeleka,F,22,Greece,Athletics,2004,0,1,0,1
Assefa Mezgebu,M,22,Ethiopia,Athletics,2000,1,0,0,1
Siri Lynn Mullinix,F,22,United States,Football,2000,0,0,1,1
Asley Gonzlez Montero,M,22,Cuba,Judo,2012,0,0,1,1
Soronzonboldyn Battsetseg,F,22,Mongolia,Wrestling,2012,1,0,0,1
Klaas Willem Veering,M,22,Netherlands,Hockey,2004,0,0,1,1
Stefan Szczurowski,M,22,Australia,Rowing,2004,1,0,0,1
Stefanie Gottschlich,F,22,Germany,Football,2000,1,0,0,1
Mirna Jukic,F,22,Austria,Swimming,2008,1,0,0,1
Diego Antonio Figueredo Matiauda,M,22,Paraguay,Football,2004,0,0,1,1
Steffen Driesen,M,22,Germany,Swimming,2004,0,0,1,1
Arthur Nory Oyakawa Mariano,M,22,Brazil,Gymnastics,2016,1,0,0,1
Lucinda Whitty,F,22,Australia,Sailing,2012,0,0,1,1
Csar Fabin Delgado Godoy,M,22,Argentina,Football,2004,0,1,0,1
Lauren Wilkinson,F,22,Canada,Rowing,2012,0,0,1,1
Laura Oprea,F,22,Romania,Rowing,2016,1,0,0,1
Courtney Okolo,F,22,United States,Athletics,2016,0,1,0,1
Laura Glauser,F,22,France,Handball,2016,0,0,1,1
Laura Ester Ramos,F,22,Spain,Water Polo,2012,0,0,1,1
Laura Ann Wilkinson (-Hulseman),F,22,United States,Diving,2000,0,1,0,1
Sharon van Rouwendaal,F,22,Netherlands,Swimming,2016,0,1,0,1
Latitia Le Corguill,F,22,France,Cycling,2008,0,0,1,1
Shaunae Miller (-Uibo),F,22,Bahamas,Athletics,2016,0,1,0,1
Fernando Ismael Fernandes Pimenta,M,22,Portugal,Canoeing,2012,0,0,1,1
Azize Tanrkulu,F,22,Turkey,Taekwondo,2008,0,0,1,1
Lasha Talakhadze,M,22,Georgia,Weightlifting,2016,0,1,0,1
Fernando Rubn Gago,M,22,Argentina,Football,2008,0,1,0,1
Larsen Alan Jensen,M,22,United States,Swimming,2008,1,0,0,1
Filip Ude,M,22,Croatia,Gymnastics,2008,0,0,1,1
Laurence Rochat,F,22,Switzerland,CrossCountry Skiing,2002,1,0,0,1
Lu Xiuzhi,F,22,China,Athletics,2016,1,0,0,1
Milena Kneevi-Raievi,F,22,Montenegro,Handball,2012,0,0,1,1
Courtney Amanda Shealy (-Hart),F,22,United States,Swimming,2000,0,2,0,2
Laurine van Riessen,F,22,Netherlands,Speed Skating,2010,1,0,0,1
Serhiy Mykhailovych Hryn,M,22,Ukraine,Rowing,2004,1,0,0,1
Serhiy Oleksandrovych Biloushchenko,M,22,Ukraine,Rowing,2004,1,0,0,1
Shericka Jackson,F,22,Jamaica,Athletics,2016,1,0,1,2
Filippo Magnini,M,22,Italy,Swimming,2004,1,0,0,1
Kylie Jayne Palmer,F,22,Australia,Swimming,2012,0,0,1,1
"Augustus Richard ""Gus"" Kenworthy",M,22,United States,Freestyle Skiing,2014,0,0,1,1
Olga Konstantinovna Belova-Gorbunova,F,22,Russia,Water Polo,2016,1,0,0,1
Lacey Pearl Nymeyer (-John),F,22,United States,Swimming,2008,0,0,1,1
Aureliano Torres Romn,M,22,Paraguay,Football,2004,0,0,1,1
Kyle Keith Shewfelt,M,22,Canada,Gymnastics,2004,0,1,0,1
Kurt Harold Ainsworth,M,22,United States,Baseball,2000,0,1,0,1
Mingiyan Arturovich Semyonov,M,22,Russia,Wrestling,2012,1,0,0,1
Olga Petrovna Kuzhela,F,22,Russia,Synchronized Swimming,2008,0,1,0,1
Lu Yong,M,22,China,Weightlifting,2008,0,1,0,1
Shinobu Ota,M,22,Japan,Wrestling,2016,0,0,1,1
Shmagi Bolkvadze,M,22,Georgia,Wrestling,2016,1,0,0,1
Lara Gut,F,22,Switzerland,Alpine Skiing,2014,1,0,0,1
Sideris Tasiadis,M,22,Germany,Canoeing,2012,0,0,1,1
Michael John Maze,M,22,Denmark,Table Tennis,2004,1,0,0,1
Yana Karapetovna Yegoryan,F,22,Russia,Fencing,2016,0,2,0,2
Yalennis Castillo Ramrez,F,22,Cuba,Judo,2008,0,0,1,1
Yakup Kili,M,22,Turkey,Boxing,2008,1,0,0,1
Ivn Amaya Carazo,M,22,Spain,Football,2000,0,0,1,1
Yaima Ortz Charro,F,22,Cuba,Volleyball,2004,1,0,0,1
Yadier Pedroso Gonzlez,M,22,Cuba,Baseball,2008,0,0,1,1
Yana Oleksandrivna Klochkova,F,22,Ukraine,Swimming,2004,0,2,0,2
Yana Viktorovna Uskova,F,22,Russia,Handball,2008,0,0,1,1
"Yanelis Yuliet ""Yanely"" Labrada Daz",F,22,Cuba,Taekwondo,2004,0,0,1,1
Yang Kyong-Il,M,22,North Korea,Wrestling,2012,1,0,0,1
