Name,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Population,Average Cost,Expenditure,Average Faculty Salary,Median Debt,Median Family Income,Median Earnings
University of the Pacific,Private,Far West,Large City,73,26,1172,3869,52406,17606,10089,21250,40951,64000
Westminster College,Private,Mid Atlantic,Fringe Town,73,23,1040,1313,42474,8865,6470,26000,75532,37300
Ashland University,Private,Great Lakes,Fringe Town,74,23,1043,3118,40835,7945,6922,21500,63187.5,36300
Assumption College,Private,New England,Mid-size City,74,0,0,2181,46763,7971,7852,24931,103026,47900
Bayamon Central University,Private,Outlying Areas,Large Suburb,74,0,0,1654,11573,2704,2630,5500,12591,17400
Cabrini College,Private,Mid Atlantic,Large Suburb,74,20,896,1286,43541,7095,7005,14875,91613,38600
Cedarville University,Private,Great Lakes,Fringe Town,74,27,1195,3108,33652,9988,6831,19500,83099,36000
Coastal Carolina University,Public,Southeast,Small City,74,21,993,8570,21601,7879,7130,14750,67086.5,32500
Duquesne University,Private,Mid Atlantic,Large City,74,25,1122,5944,42280,10729,8863,25500,81511,51600
East Texas Baptist University,Private,Southwest,Distant Town,74,20,957,1132,30172,7590,6153,11411,52871,37500
Embry-Riddle Aeronautical University-Daytona Beach,Private,Southeast,Small City,74,24,1105,4666,45648,16386,8505,16500,52839,53800
Ferrum College,Private,Southeast,Distant Rural,74,17,868,1506,38620,6349,5887,11250,52888,32400
Glenville State College,Public,Southeast,Remote Town,74,19,879,1413,19910,6082,6069,13282.5,32757,28900
Hastings College,Private,Great Plains,Distant Town,74,24,1083,1060,35673,7894,6292,20500,72062,38500
Indiana University-Kokomo,Public,Great Lakes,Small City,74,21,950,2708,15874,5515,5680,12050,42220,33900
Juniata College,Private,Mid Atlantic,Distant Town,74,0,0,1503,47269,9949,7816,26976.5,81010.5,43000
Louisiana College,Private,Southeast,Small Suburb,74,21,968,1081,22940,7234,5513,11750,49554.5,37800
Mount St Mary's College,Private,Far West,Large City,74,19,928,2617,47905,8160,8055,21500,39973.5,50300
New York Institute of Technology,Private,Mid Atlantic,Large Suburb,74,22,1039,4307,39014,15085,11418,17250,40609.5,46800
Otterbein University,Private,Great Lakes,Large Suburb,74,24,1087,2436,41646,9507,7287,22000,75737,37100
Point Park University,Private,Mid Atlantic,Large City,74,22,997,3164,36726,8943,7853,22250,46028,32700
Saint Anselm College,Private,New England,Mid-size Suburb,74,25,1145,1912,48016,10515,8086,27000,101953,48800
The University of Virginia's College at Wise,Public,Southeast,Distant Town,74,20,949,1585,18365,7137,6928,12611,48359.5,35200
Union University,Private,Southeast,Small City,74,26,1174,2565,40415,9119,7369,20750,53200.5,37700
University of Missouri-St Louis,Public,Great Plains,Large Suburb,74,24,1090,8928,22474,8703,8195,18223,37821,37500
University of New Haven,Private,New England,Large Suburb,74,23,1034,4759,48280,8635,9407,20500,78636,44000
University of North Dakota,Public,Great Plains,Small City,74,24,1090,11182,20538,16008,8361,16728,72841.5,42600
University of Oregon,Public,Far West,Mid-size City,74,25,1108,20473,22390,11641,8828,18309,54318,38000
West Texas A & M University,Public,Southwest,Fringe Town,74,22,994,6890,17553,6765,7359,13573,39169,37100
York College Pennsylvania,Private,Mid Atlantic,Mid-size Suburb,74,23,1045,4847,27266,8057,8887,20500,86883.5,43600
Arizona State University-Polytechnic,Public,Southwest,Large City,75,24,1106,3305,21256,9407,8042,16250,43477,0
California Maritime Academy,Public,Far West,Mid-size City,75,24,1080,1044,22223,13827,8259,21500,60317.5,74300
College of Our Lady of the Elms,Private,New England,Large Suburb,75,19,928,1308,40802,6539,6340,22160.5,71106.5,41300
Dordt College,Private,Great Plains,Remote Town,75,25,1119,1338,37080,8671,5959,19500,74121,35600
George Fox University,Private,Far West,Fringe Town,75,23,1070,2358,41836,8922,6742,18750,66182,38300
Knox College,Private,Great Lakes,Remote Town,75,0,0,1402,46291,12463,5295,25000,84560.5,35400
Marymount Manhattan College,Private,Mid Atlantic,Large City,75,24,1053,1783,45323,10187,8312,15516,75779,36900
Mercyhurst University,Private,Mid Atlantic,Mid-size City,75,24,1064,2679,42367,11645,5387,16000,66871,36100
Ohio Wesleyan University,Private,Great Lakes,Large Suburb,75,25,1123,1817,52819,13181,8057,22192,87265,36500
Polytechnic Institute of New York University,Private,Mid Atlantic,Large City,75,30,1303,2078,50199,14256,10047,21500,35393,62000
Rockhurst University,Private,Great Plains,Large City,75,26,1164,1682,40582,7167,6863,14684,73905.5,43400
Saint Johns University,Private,Great Plains,Fringe Rural,75,26,1155,1871,46397,12673,7899,23150,99495,51100
Saint Joseph's College-New York,Private,Mid Atlantic,Large City,75,23,1054,4408,25290,7860,8720,19500,66404,47800
Saint Mary's University of Minnesota,Private,Great Plains,Distant Town,75,23,1068,1897,38470,5196,6585,18054,75332,39300
Saint Michael's College,Private,New England,Mid-size Suburb,75,26,1173,1941,48894,10627,8319,25000,96675.5,41600
Southern Connecticut State University,Public,New England,Mid-size City,75,20,921,8257,18628,10676,8318,17404,62972.5,38400
Texas State University,Public,Southwest,Small Suburb,75,23,1045,31005,19721,6379,7528,15750,48876,40700
The University of the Arts,Private,Mid Atlantic,Large City,75,22,1010,1865,52401,12248,6980,25394,81397,26600
University of Hawaii at Hilo,Public,Far West,Remote Town,75,21,967,3335,15284,12842,8745,11293,29592,30400
University of Scranton,Private,Mid Atlantic,Small City,75,25,1121,3834,51962,10141,9400,26442,93993,50800
University of Wisconsin-Parkside,Public,Great Lakes,Mid-size Suburb,75,21,990,4354,15218,6228,6277,14054,51714.5,33600
Waynesburg University,Private,Mid Atlantic,Distant Town,75,23,1015,1559,28822,8294,6633,23000,64789,39300
Westfield State University,Public,New England,Large Suburb,75,20,995,5524,19468,7042,8356,16250,78180,39300
Westminster College,Private,Rocky Mountains,Mid-size City,75,25,1134,2260,37990,10682,8393,17958,50415,41700
William Woods University,Private,Great Plains,Distant Town,75,23,1047,1001,33016,6016,5301,15985,58119,32500
Arizona State University-Downtown Phoenix,Public,Southwest,Large City,76,24,1085,8555,22909,9165,8746,16250,0,0
Arizona State University-West,Public,Southwest,Large City,76,23,1073,3243,20269,9017,8293,16250,43477,0
Arkansas State University-Main Campus,Public,Southeast,Small City,76,24,1088,9325,18809,5002,6957,13300,27550,29100
Aurora University,Private,Great Lakes,Large Suburb,76,22,1011,3236,31145,4697,7064,15000,61464,36600
Capital University,Private,Great Lakes,Large Suburb,76,24,1102,2647,42600,9026,8743,21500,64146.5,39800
College of Saint Benedict,Private,Great Plains,Mid-size Suburb,76,26,1157,2051,47734,10965,8036,23250,94964,45200
DeSales University,Private,Mid Atlantic,Fringe Rural,76,24,1069,2482,45331,8232,6520,19500,77146,43600
Ferris State University,Public,Great Lakes,Remote Town,76,22,1010,12646,21498,8696,7942,17562,59172,38400
Franciscan University of Steubenville,Private,Great Lakes,Small City,76,26,1163,2055,32761,7014,7306,20500,82655.5,33100
Harding University,Private,Southeast,Distant Town,76,25,1139,4428,25475,9503,7082,19801.5,76594,35500
Holy Family University,Private,Mid Atlantic,Large City,76,19,933,2018,31949,8855,6991,22498.5,58483.5,46800
Indiana University-Northwest,Public,Great Lakes,Small City,76,20,918,4764,18092,6481,6557,14950,29342,34100
Inter American University of Puerto Rico-Fajardo,Private,Outlying Areas,Small Suburb,76,0,0,2159,10578,2664,4296,7250,13417.5,17500
Johnson & Wales University-Providence,Private,New England,Mid-size City,76,0,0,9067,40136,5254,8309,20667,55421,33000
Lasell College,Private,New England,Small City,76,21,974,1667,43854,6324,7409,23000,77869,34600
Louisiana State University and Agricultural & Mechanical College,Public,Southeast,Fringe Rural,76,26,1162,23990,20422,9914,9190,13000,52648,42800
Marian University,Private,Great Lakes,Small City,76,20,950,1676,33656,6075,6545,21500,61347,37500
Maryville University of Saint Louis,Private,Great Plains,Large Suburb,76,25,1142,2746,37968,6897,7411,19909,65418,43200
McDaniel College,Private,Mid Atlantic,Small Suburb,76,24,1105,1662,45866,8839,7035,22000,89429,42000
Muskingum University,Private,Great Lakes,Distant Town,76,21,983,1641,33630,8196,7269,18751,70305,34100
Northwestern College,Private,Great Plains,Distant Town,76,24,1095,1147,37884,8464,6206,20500,68899,32600
Oklahoma State University-Main Campus,Public,Southwest,Distant Town,76,25,1138,20314,21338,8346,8254,14750.5,52462,39800
Sacred Heart University,Private,New England,Large Suburb,76,0,0,4409,50984,8467,8466,19500,99091,49500
Saint Francis University,Private,Mid Atlantic,Fringe Town,76,23,1026,1665,42492,7042,7194,26123,72643.5,43900
University of California-Merced,Public,Far West,Fringe Rural,76,21,1010,5837,30637,7586,8657,14500,41894,0
University of Colorado Denver,Public,Rocky Mountains,Large City,76,23,1073,10470,18822,25568,9364,16750,36176,50100
University of Hawaii-West Oahu,Public,Far West,Large Suburb,76,19,891,2192,9874,9141,8488,8045,21363,37400
University of Washington-Bothell Campus,Public,Far West,Large Suburb,76,21,1014,4077,22800,5628,9302,14793.5,38703,48300
University of Wisconsin-Eau Claire,Public,Great Lakes,Small City,76,24,1110,10218,18066,6718,6886,17823.5,78332,39900
Wayne State University,Public,Great Lakes,Large City,76,23,1050,17789,20199,13146,9689,16000,30304.5,36700
Wilkes University,Private,Mid Atlantic,Small City,76,0,1060,2281,42612,7801,8186,20255.5,71479.5,44700
Bryant University,Private,New England,Large Suburb,77,25,1137,3263,50858,8913,12905,26706,104089,57800
Colorado State University-Fort Collins,Public,Rocky Mountains,Mid-size City,77,25,1127,22482,21823,10417,8869,16707.5,69107,39500
Creighton University,Private,Great Plains,Large City,77,27,1214,3943,46248,13789,9081,21500,80669.5,51200
Drew University,Private,Mid Atlantic,Large Suburb,77,25,1109,1453,56932,13206,8538,25000,94248,40900
Edgewood College,Private,Great Lakes,Mid-size City,77,23,1050,1914,35645,7703,5576,20568,63152,40300
Lamar University,Public,Southwest,Mid-size City,77,21,974,9175,21142,4626,7689,12500,31781.5,35800
Manhattanville College,Private,Mid Atlantic,Large Suburb,77,0,1075,1671,49907,9394,7862,18750,68915,41700
Massachusetts Maritime Academy,Public,New England,Mid-size Suburb,77,22,1051,1362,22420,9178,7967,23250,86279,67500
Michigan Technological University,Public,Great Lakes,Remote Town,77,27,1206,5536,24724,11415,9142,21812,76868.5,57400
Nebraska Wesleyan University,Private,Great Plains,Large City,77,24,1109,1892,36429,6896,6285,19500,74606,40800
Old Dominion University,Public,Southeast,Mid-size City,77,21,1016,19483,20531,8097,8729,18000,48850,39200
Pace University-New York,Private,Mid Atlantic,Large City,77,23,1043,7883,50625,10191,11627,19500,50322,51000
Pacific Lutheran University,Private,Far West,Large Suburb,77,25,1112,3062,45299,11672,7369,22695,67839.5,42600
Plymouth State University,Public,New England,Remote Town,77,21,965,3986,24828,8487,8065,21000,83925,33900
Queens University of Charlotte,Private,Southeast,Large City,77,24,1058,1703,40930,9180,4064,18812.5,45248.5,38100
Saint Leo University,Private,Southeast,Small Suburb,77,0,0,11993,31609,3546,7100,17500,36785,41100
Samford University,Private,Southeast,Large Suburb,77,26,1153,2995,38835,14054,8261,20000,77481,41400
The University of Tennessee-Martin,Public,Southeast,Remote Town,77,23,1050,6554,16227,7336,6882,15134.5,41497,32000
Trevecca Nazarene University,Private,Southeast,Large City,77,23,1049,1448,30820,7133,6337,16250,58888,36500
University of Arizona,Public,Southwest,Large City,77,24,1106,31399,23905,11382,10320,13500,46758,40000
University of Denver,Private,Rocky Mountains,Large City,77,28,1231,5505,53614,14113,8914,20832,55997.5,47600
University of Dubuque,Private,Great Plains,Small City,77,20,926,1687,34206,6971,6274,17114,57825,32900
University of Louisiana at Monroe,Public,Southeast,Small City,77,23,1050,5863,14925,5777,6958,12708,28606,33700
University of St Thomas,Private,Southwest,Large City,77,26,1121,1529,37271,11149,6830,20000,42131.5,43200
Walsh University,Private,Great Lakes,Large Suburb,77,23,1047,2280,34994,7309,5876,21500,67420,39600
West Virginia Wesleyan College,Private,Southeast,Remote Town,77,23,1021,1356,38796,6662,5516,15300,70830,35100
Alvernia University,Private,Mid Atlantic,Small City,78,20,976,2169,39999,6251,6152,22500,53135,40400
Anna Maria College,Private,New England,Fringe Rural,78,0,0,1135,42770,6758,3553,18125,67437,36000
Boise State University,Public,Rocky Mountains,Mid-size City,78,23,1050,16557,18227,6777,6905,16309,33780.5,33000
Brenau University,Private,Southeast,Small City,78,20,957,1683,34107,6630,6737,18638,40713,38100
Cazenovia College,Private,Mid Atlantic,Fringe Town,78,0,0,1031,41576,8588,6671,15250,54278,30800
Dominican University of California,Private,Far West,Small City,78,23,1057,1567,56165,14357,8770,25222,54367,48700
Dowling College,Private,Mid Atlantic,Large Suburb,78,0,0,1708,39399,9924,8003,19250,51876,37800
East Stroudsburg University of Pennsylvania,Public,Mid Atlantic,Small City,78,20,946,6109,20282,7595,9215,16750,76873.5,38100
Fairleigh Dickinson University-College at Florham,Private,Mid Atlantic,Large Suburb,78,0,1020,2242,51159,11322,8250,18750,57373,42700
Fresno Pacific University,Private,Far West,Large City,78,20,979,2496,33973,5520,6562,16802,44931.5,37600
Georgian Court University,Private,Mid Atlantic,Small City,78,0,900,1398,38533,7052,8029,19500,59396,38900
Lynn University,Private,Southeast,Small City,78,20,940,1732,48735,9124,5194,13000,56163,34400
Monmouth University,Private,Mid Atlantic,Large Suburb,78,24,1063,4557,42307,8540,8286,22500,91415.5,44600
Pennsylvania State University-Penn State Abington,Public,Mid Atlantic,Large Suburb,78,21,942,3231,19611,3915,7591,21500,70439.5,43400
Radford University,Public,Southeast,Small City,78,20,980,8866,19987,7821,7705,15000,73931,38900
Saint Joseph's College of Maine,Private,New England,Fringe Rural,78,0,960,1276,43119,8411,5824,15683.5,77122,37100
Southern Polytechnic State University,Public,Southeast,Small City,78,24,1123,5636,16546,6169,5941,14750,44584,48900
The College of Saint Rose,Private,Mid Atlantic,Small City,78,0,0,2792,40267,11676,6788,19808.5,78174,39400
The University of Tennessee-Chattanooga,Public,Southeast,Mid-size City,78,23,1069,10184,19192,7034,7477,11420.5,43600,33300
University of Michigan-Flint,Public,Great Lakes,Mid-size City,78,21,993,6746,16731,7620,7606,21176,38562,36700
University of Minnesota-Duluth,Public,Great Plains,Small City,78,24,1109,9239,22796,6299,7487,18925,83294.5,39900
University of New Hampshire-Main Campus,Public,New England,Small Suburb,78,0,1100,12288,29520,10236,11061,23128.5,88997,42400
University of Vermont,Public,New England,Small City,78,27,1190,9970,27788,16066,9562,18878,77614,39400
Wartburg College,Private,Great Plains,Distant Town,78,24,1077,1669,43312,9391,6274,24124,79035.5,39700
Alverno College,Private,Great Lakes,Large City,79,20,950,1833,30496,7404,5550,25500,38705,34500
Bridgewater State University,Public,New England,Large Suburb,79,22,991,9489,19303,5426,8315,19250,72560,39100
California Baptist University,Private,Far West,Large City,79,21,984,5797,39026,8008,8355,19500,63947,36600
D'Youville College,Private,Mid Atlantic,Large City,79,23,1047,1855,32741,8975,6071,20325,37451,45500
Embry-Riddle Aeronautical University-Prescott,Private,Southwest,Fringe Rural,79,26,1171,1802,45228,18433,8387,16500,52839,53800
Grace College and Theological Seminary,Private,Great Lakes,Distant Town,79,23,1050,1286,32506,5818,5839,17675,71611,33800
Indiana University-Southeast,Public,Great Lakes,Large Suburb,79,20,950,5699,16753,6512,6539,12500,41532,32800
Marshall University,Public,Southeast,Small City,79,22,1022,9098,16361,8185,6867,14726.5,41261,31100
Merrimack College,Private,New England,Large Suburb,79,0,0,2722,46532,8945,7449,20000,108518,47200
Oregon State University,Public,Far West,Small City,79,24,1102,22349,22974,10145,8692,16846,54955,41600
Pennsylvania State University-Penn State Brandywine,Public,Mid Atlantic,Large Suburb,79,20,968,1327,19297,4409,7519,21500,70439.5,43400
Pittsburg State University,Public,Great Plains,Distant Town,79,22,1010,6005,15211,6350,6987,13377.5,48823,35300
Roosevelt University,Private,Great Lakes,Large City,79,22,1035,3596,43650,10188,7992,18144,39566.5,39400
Saginaw Valley State University,Public,Great Lakes,Fringe Rural,79,21,990,8687,17876,6129,7489,19000,51643,35000
Saint Edward's University,Private,Southwest,Large City,79,24,1117,4077,43046,10387,7920,21500,54531.5,41400
Saint Joseph's University,Private,Mid Atlantic,Large City,79,24,1110,5265,52779,11930,7113,20500,109701.5,51600
Seton Hall University,Private,Mid Atlantic,Large Suburb,79,25,1121,5632,46869,10681,9282,19500,69730,50900
Southern Illinois University-Carbondale,Public,Great Lakes,Small City,79,22,1032,13220,24234,16344,7208,15245,47485,37400
Southern New Hampshire University,Private,New England,Mid-size City,79,0,965,17172,39677,2810,6991,7688,56925,38200
University of Missouri-Columbia,Public,Great Plains,Mid-size City,79,26,1165,26585,22387,10752,8788,17500,80508.5,41200
University of Rhode Island,Public,New England,Large Suburb,79,24,1076,13008,26262,7446,9144,19500,78122.5,44600
Wingate University,Private,Southeast,Large Suburb,79,22,1013,2002,35465,8685,7232,15750,68642.5,37400
Angelo State University,Public,Southwest,Small City,80,21,965,5430,19511,6830,6867,11773,43559,34500
Arizona State University-Tempe,Public,Southwest,Mid-size City,80,25,1145,38480,21960,9080,10405,16250,43477,41200
Azusa Pacific University,Private,Far West,Large Suburb,80,24,1098,6543,44021,10343,9231,19000,72335.5,45800
Belmont University,Private,Southeast,Large City,80,27,1193,5465,41450,8976,8450,19173,83588,37600
Citadel Military College of South Carolina,Public,Southeast,Mid-size City,80,23,1080,2660,24827,8968,8115,19500,83389,46400
Concordia College at Moorhead,Private,Great Plains,Mid-size Suburb,80,25,1144,2464,39803,10209,4889,24500,84068,39100
Eastern Washington University,Public,Far West,Fringe Town,80,21,970,11672,19831,6495,7287,15265,43755.5,37700
Elmira College,Private,Mid Atlantic,Small City,80,24,1060,1315,50608,8417,4676,21500,73671,37600
Gannon University,Private,Mid Atlantic,Mid-size City,80,23,1050,2697,37572,7572,7326,22068,68879,43100
Hendrix College,Private,Southeast,Small City,80,29,1267,1428,50172,12018,7233,19500,80333,36100
Humboldt State University,Public,Far West,Remote Town,80,21,1008,7748,23113,8294,8148,15000,26935.5,30400
Husson University,Private,New England,Small City,80,19,962,2290,25019,6274,6539,21329,46670,34600
Immaculata University,Private,Mid Atlantic,Large Suburb,80,20,943,2452,45011,4936,5130,22000,62480,47000
Kean University,Public,Mid Atlantic,Large Suburb,80,0,905,11975,19462,9556,9226,18750,44190,41100
La Salle University,Private,Mid Atlantic,Large City,80,22,996,4228,47134,9385,9266,20616.5,71045.5,49400
Moravian College,Private,Mid Atlantic,Small City,80,0,0,1508,45863,11422,5630,24250,88320,42800
Nichols College,Private,New England,Large Suburb,80,21,940,1260,44886,4681,5479,15782.5,81300.5,41900
Pennsylvania State University-Penn State Harrisburg,Public,Mid Atlantic,Large Suburb,80,23,1027,3461,26651,6170,9042,21500,70439.5,43400
Southeastern Oklahoma State University,Public,Southwest,Distant Town,80,20,950,3363,14050,6685,6679,9860,28378,32200
St Bonaventure University,Private,Mid Atlantic,Remote Town,80,24,1075,1787,41265,7923,6445,21501,85354,38400
University of Hawaii at Manoa,Public,Far West,Large City,80,24,1087,14097,18491,17768,10360,13750,39485,38500
University of Iowa,Public,Great Plains,Small City,80,27,1208,21314,21832,13911,10194,18692.5,74267,44000
University of Oklahoma-Norman Campus,Public,Southwest,Mid-size Suburb,80,26,1176,20528,23263,11985,9273,15750,49891,43300
Valparaiso University,Private,Great Lakes,Large Suburb,80,26,1158,3209,43185,10489,7280,23250,81419.5,42400
Carroll University,Private,Great Lakes,Small City,81,24,1090,3024,37963,5523,6653,19500,76166.5,38300
Drury University,Private,Great Plains,Mid-size City,81,25,1146,4001,32556,6799,7024,16000,31562.5,29300
Hood College,Private,Mid Atlantic,Small City,81,22,1030,1347,45230,8787,7078,22375,72812,40000
LIU Post,Private,Mid Atlantic,Large Suburb,81,21,974,4067,44701,10405,10748,18325.5,39528,42100
Longwood University,Public,Southeast,Remote Town,81,21,1002,4357,23707,7857,7013,19000,82459,37500
Robert Morris University,Private,Mid Atlantic,Large Suburb,81,23,1041,4459,38274,7491,9890,21500,63178.5,39500
Roger Williams University,Private,New England,Large Suburb,81,0,0,4403,48476,15504,11045,20670,102439,43100
Shepherd University,Public,Southeast,Fringe Town,81,22,1007,3695,14846,5784,6561,14000,59289.5,36200
Spalding University,Private,Southeast,Large City,81,20,952,1277,31021,6502,7132,19118,33377.5,40300
SUNY Empire State College,Public,Mid Atlantic,Small Suburb,81,0,0,9793,19755,8731,6407,16244.5,32531.5,38700
University of Alabama in Huntsville,Public,Southeast,Mid-size City,81,26,1180,5525,20306,9352,9341,16500,39766,41500
University of Central Missouri,Public,Great Plains,Distant Town,81,21,990,9160,18355,7801,6867,15296,56271,33100
University of Maine,Public,New England,Small Suburb,81,24,1085,8619,22461,10058,8755,19200.5,60423,36500
University of Mary Washington,Public,Southeast,Mid-size Suburb,81,24,1110,4303,21862,6875,7702,16672,94155.5,44700
University of North Alabama,Public,Southeast,Small City,81,22,1028,5536,15058,6814,7152,12542,40030,33000
University of Puerto Rico-Carolina,Public,Outlying Areas,Mid-size City,81,0,1029,3880,11945,6675,5828,4500,22433.5,0
University of Wisconsin-Oshkosh,Public,Great Lakes,Small City,81,22,1030,10633,16935,7138,6793,16852,69462,37500
Art Center College of Design,Private,Far West,Mid-size City,82,0,0,1742,56400,17117,6826,31000,28815,48400
California College of the Arts,Private,Far West,Large City,82,0,0,1463,53837,16026,8347,24500,37618,30900
Central Washington University,Public,Far West,Distant Town,82,21,986,9958,21401,7903,7306,15916,55180,40300
Colorado Mesa University,Public,Rocky Mountains,Small City,82,21,972,8733,18077,5323,6428,11250,40837,32400
Drexel University,Private,Mid Atlantic,Large City,82,27,1197,16257,53831,13309,10246,17027.5,69348,58400
Georgetown College,Private,Southeast,Fringe Town,82,24,1085,1034,42036,7813,5999,21445,79282.5,35100
Keene State College,Public,New England,Distant Town,82,0,975,4643,24614,8491,8750,20000,83694,36100
Kutztown University of Pennsylvania,Public,Mid Atlantic,Fringe Town,82,20,959,8538,23130,8268,8599,18750,74351,36600
Missouri University of Science and Technology,Public,Great Plains,Remote Town,82,28,1263,6064,22102,13510,9931,18843,71244,61200
Murray State University,Public,Southeast,Remote Town,82,22,1029,7956,16397,7703,7145,14875,46054.5,32300
Olivet Nazarene University,Private,Great Lakes,Small Suburb,82,24,1105,3325,39125,4740,6769,19802,68140,33900
Pennsylvania State University-Penn State Worthington Scranton,Public,Mid Atlantic,Large Suburb,82,21,941,1089,20183,5694,7762,21500,70439.5,43400
Saint Norbert College,Private,Great Lakes,Mid-size Suburb,82,25,1125,2128,40204,7853,6730,23496,91780.5,39500
Sonoma State University,Public,Far West,Large Suburb,82,22,1006,8321,23675,7361,8448,14592,46028,40800
St Thomas Aquinas College,Private,Mid Atlantic,Large Suburb,82,19,931,1279,36823,9077,8773,15000,80256,39100
The University of Texas at Tyler,Public,Southwest,Small City,82,23,1064,5338,19366,8111,7291,13000,34405,39200
University of Utah,Public,Rocky Mountains,Mid-size City,82,24,1109,23273,19048,12835,7764,12839,32294,44300
Washington State University,Public,Far West,Distant Town,82,22,1030,22825,26292,9130,8547,15736,58238.5,43700
Western New England University,Private,New England,Mid-size City,82,24,1077,2648,45850,9876,9269,20159,87684,48400
Yeshiva University,Private,Mid Atlantic,Large City,82,26,1217,2887,53825,33021,5086,15358.5,87607,49000
Alcorn State University,Public,Southeast,Remote Rural,83,18,851,3157,20330,7261,6431,19696.5,21250,26200
Auburn University,Public,Southeast,Small City,83,27,1215,19761,23788,11324,9429,18250,71775.5,41800
Colby-Sawyer College,Private,New England,Distant Rural,83,0,0,1395,50644,6834,6825,21780,90572,35600
Dakota State University,Public,Great Plains,Distant Town,83,22,1010,1743,17201,7432,6855,12500,52416,34500
Grand Valley State University,Public,Great Lakes,Large Suburb,83,24,1090,21137,21512,7728,7816,20898.5,72885.5,36900
Hodges University,Private,Southeast,Large Suburb,83,0,0,1864,23659,6256,5132,14900,27787,36400
Indiana State University,Public,Great Lakes,Small City,83,19,910,10173,19549,7430,7071,11726.5,52313,33100
Indiana University-Purdue University-Fort Wayne,Public,Great Lakes,Large City,83,22,996,9795,18837,6082,7355,15517,45905.5,32000
Iowa State University,Public,Great Plains,Small City,83,25,1145,27112,18820,9170,10027,19750,73557,43500
Jacksonville State University,Public,Southeast,Small City,83,23,1036,7195,19202,6949,6857,16500,35158,31300
John Carroll University,Private,Great Lakes,Large Suburb,83,25,1112,3009,45714,9365,8098,23489.5,88730,45100
Kent State University at Kent,Public,Great Lakes,Large Suburb,83,23,1048,22071,23995,7675,8299,16500,51560,33100
Louisiana State University-Shreveport,Public,Southeast,Mid-size City,83,22,1030,2796,15066,5804,6279,12500,28984,32700
Marymount University,Private,Southeast,Mid-size City,83,22,1030,2371,36832,8319,8270,20500,57612,48200
Pennsylvania State University-Penn State Berks,Public,Mid Atlantic,Large Suburb,83,22,988,2573,25931,4619,7806,21500,70439.5,43400
Savannah State University,Public,Southeast,Mid-size City,83,18,847,4462,15531,5129,5294,17126,31664,26800
Shippensburg University of Pennsylvania,Public,Mid Atlantic,Fringe Town,83,20,980,6493,20840,8550,9483,18000,75275.5,40400
Suffolk University,Private,New England,Large City,83,23,1014,5535,45280,9244,8494,21032,64594,46000
University of Mary,Private,Great Plains,Fringe Rural,83,23,1046,1865,22936,6616,6158,16435,59522,43200
University of Northern Iowa,Public,Great Plains,Small City,83,22,1030,10170,19233,9117,8062,18500,70699,38700
University of Puerto Rico-Cayey,Public,Outlying Areas,Large Suburb,83,0,1094,3779,11428,5905,7195,4500,22433.5,0
University of Southern Maine,Public,New England,Small City,83,23,1003,6079,22290,9616,8522,17000,49417,35000
University of Wisconsin-Stevens Point,Public,Great Lakes,Distant Town,83,23,1070,9150,16427,6380,6317,18700,69497,35800
Western Michigan University,Public,Great Lakes,Small City,83,22,1030,18755,22483,9354,9016,20875,74325,37900
Auburn University at Montgomery,Public,Southeast,Mid-size City,84,21,970,4322,16556,6817,7173,10750,27378,32400
Cardinal Stritch University,Private,Great Lakes,Large Suburb,84,22,1027,2680,37563,5250,6163,24583,48144.5,45400
Chaminade University of Honolulu,Private,Far West,Large City,84,21,972,1864,30801,8093,8006,15969.5,35422,37600
Hartwick College,Private,Mid Atlantic,Remote Town,84,25,1126,1607,48699,11990,8002,19500,77126,37300
Montana State University,Public,Rocky Mountains,Remote Town,84,24,1115,13055,18486,7209,8068,14465,49742,35600
Morehead State University,Public,Southeast,Remote Town,84,22,1028,7344,17805,6849,6527,14250,32312,28000
North Dakota State University-Main Campus,Public,Great Plains,Mid-size City,84,24,1091,11629,18277,7707,8163,17000,71695,41400
Northwestern State University of Louisiana,Public,Southeast,Remote Town,84,22,1007,7026,16605,5075,5898,14000,27444.5,30100
Palm Beach Atlantic University,Private,Southeast,Mid-size City,84,23,1061,2501,37535,7805,7362,16297,57521,36000
Pennsylvania State University-Penn State Erie-Behrend College,Public,Mid Atlantic,Mid-size Suburb,84,22,1052,3797,27759,5530,8612,21500,70439.5,43400
Southern Illinois University-Edwardsville,Public,Great Lakes,Large Suburb,84,23,1050,11179,21137,12487,7859,14317,56221,37800
The University of Texas of the Permian Basin,Public,Southwest,Mid-size City,84,21,1008,2947,14292,8991,7196,9015.5,29706,39100
University of Central Oklahoma,Public,Southwest,Large Suburb,84,22,1030,15119,16684,6560,6382,12500,36756.5,35500
University of Evansville,Private,Great Lakes,Mid-size City,84,26,1147,2373,42674,10365,7658,23638,73591.5,37000
University of Indianapolis,Private,Great Lakes,Large City,84,22,1018,4108,36158,8024,6903,19200,58141,36700
University of Maine at Farmington,Public,New England,Remote Town,84,0,0,1858,20415,9008,6447,21250,58522,30500
University of Nevada-Reno,Public,Far West,Mid-size City,84,24,1081,15310,21398,14946,9233,12000,45534,41800
Western Washington University,Public,Far West,Small City,84,25,1114,13925,22009,8298,8028,15500,60238,39000
